;Pos;Wks;T10;Pk;X?;PkStreams;Total;ARTIST URL;TRACK;song name;album;artist;release_date;length;popularity;danceability;acousticness;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;mode;valence;key;release_month;Top100;Top1000;Top2000;Top2500;music_story_id;instagram_url;instagram_username;instagram_followers
0;1;218;34;1;(x14);64217796;2726385847;6eUKZXaKkcviH0Ku9w2n3V;7qiZfU4dY1lWllzX7mPBI3;Shape of You;÷ (Deluxe);Ed Sheeran;2017-03-03;233712;85;0.825;0.581;0.652;0.0;0.0931;-3.183;0.0802;95.977;4;0;0.931;1;3;1;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
1;4395;1;;178;;3252752;3252752;6eUKZXaKkcviH0Ku9w2n3V;1KqvRRQd3lfM0pAlkGPrgD;Shape of You;÷ (Deluxe);Ed Sheeran;2017-03-03;233712;85;0.825;0.581;0.652;0.0;0.0931;-3.183;0.0802;95.977;4;0;0.931;1;3;1;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
2;12;211;15;4;;24763619;1644941052;6eUKZXaKkcviH0Ku9w2n3V;0tgVpDi06FyKpA1z0VMD4v;Perfect;÷ (Deluxe);Ed Sheeran;2017-03-03;263400;86;0.599;0.163;0.448;0.0;0.106;-6.312;0.0232;95.05;3;1;0.168;8;3;1;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
3;12;211;15;4;;24763619;1644941052;6eUKZXaKkcviH0Ku9w2n3V;0tgVpDi06FyKpA1z0VMD4v;Perfect;Made In The A.M. (Deluxe Edition);One Direction;2015-11-13;230333;76;0.647;0.0598;0.823;0.0;0.119;-5.231;0.0762;99.933;4;1;0.396;2;11;1;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
4;12;211;15;4;;24763619;1644941052;6eUKZXaKkcviH0Ku9w2n3V;0tgVpDi06FyKpA1z0VMD4v;Perfect;No Pressure;Logic;2020-07-24;100291;71;0.769;0.00948;0.829;6.65e-05;0.301;-5.228;0.0661;159.943;4;1;0.648;0;7;1;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
5;233;91;1;10;;23545568;476467704;6eUKZXaKkcviH0Ku9w2n3V;2RttW7RAu5nOAfq6YFvApB;Happier;Happier;Marshmello;2018-08-17;214289;84;0.687;0.191;0.792;0.0;0.167;-2.749;0.0452;100.015;4;1;0.671;5;8;1;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
6;233;91;1;10;;23545568;476467704;6eUKZXaKkcviH0Ku9w2n3V;2RttW7RAu5nOAfq6YFvApB;Happier;÷ (Deluxe);Ed Sheeran;2017-03-03;207520;81;0.522;0.536;0.385;0.0;0.135;-7.355;0.0288;89.792;4;1;0.236;0;3;1;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
7;27;241;22;1;(x2);12966533;1256739061;6eUKZXaKkcviH0Ku9w2n3V;34gCuhDGsG4bRPIf9bb02f;Thinking out Loud;x (Deluxe Edition);Ed Sheeran;2014-06-21;281560;83;0.781;0.474;0.445;0.0;0.184;-6.061;0.0295;78.998;4;1;0.591;2;6;1;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
8;32;258;;15;;8088843;1195420673;6eUKZXaKkcviH0Ku9w2n3V;6fxVffaTuwjgEk5h9QyRjy;Photograph;x (Wembley Edition);Ed Sheeran;2013;258986;66;0.614;0.607;0.379;0.000464;0.0986;-10.48;0.0476;107.989;4;1;0.201;4;1;1;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
9;32;258;;15;;8088843;1195420673;6eUKZXaKkcviH0Ku9w2n3V;6fxVffaTuwjgEk5h9QyRjy;Photograph;KOD;J. Cole;2018-04-20;218953;62;0.691;0.0299;0.487;0.0;0.0868;-6.416;0.268;104.98;3;1;0.358;1;4;1;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
10;178;58;5;2;(x1);31063488;542207088;6eUKZXaKkcviH0Ku9w2n3V;0afhq8XCExXpqazXczTSve;Galway Girl;÷ (Deluxe);Ed Sheeran;2017-03-03;170826;78;0.624;0.0735;0.876;0.0;0.327;-3.374;0.1;99.943;4;1;0.781;9;3;0;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
11;190;56;9;2;(x2);35059860;529615023;6eUKZXaKkcviH0Ku9w2n3V;6PCUP3dWmTjcTtXY02oFdT;Castle on the Hill;÷ (Deluxe);Ed Sheeran;2017-03-03;261153;78;0.461;0.0232;0.834;1.14e-05;0.14;-4.868;0.0989;135.007;4;1;0.471;2;3;0;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
12;374;44;3;3;(x1);26494583;335158647;6eUKZXaKkcviH0Ku9w2n3V;1bhUWB0zJMIKr9yVPrkEuI;Perfect Duet (Ed Sheeran & Beyoncé);Perfect Duet (Ed Sheeran & Beyoncé);Ed Sheeran;2017-11-30;259550;74;0.587;0.779;0.299;0.0;0.123;-7.365;0.0263;94.992;3;1;0.356;8;11;0;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
13;492;100;7;6;;4551384;270796511;6eUKZXaKkcviH0Ku9w2n3V;5pY3ovFxbvAg7reGZjJQSp;I See Fire;x (Deluxe Edition);Ed Sheeran;2014-06-21;299146;0;0.641;0.638;0.176;5.14e-06;0.252;-11.692;0.0349;76.031;4;1;0.297;6;6;0;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
14;602;68;;14;;5676251;226163018;6eUKZXaKkcviH0Ku9w2n3V;5W2opDlEE4V6azri6kC4aT;Don't;Don't;Ed Sheeran;2014-06-13;219840;32;0.806;0.0113;0.608;0.0;0.635;-7.008;0.0659;95.049;4;1;0.849;1;6;0;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
15;602;68;;14;;5676251;226163018;6eUKZXaKkcviH0Ku9w2n3V;5W2opDlEE4V6azri6kC4aT;Don't;T R A P S O U L;Bryson Tiller;2015-10-02;198293;77;0.765;0.223;0.356;0.0;0.0963;-5.556;0.195;96.991;4;0;0.189;11;10;0;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
16;2364;20;;137;;1326249;22215466;6eUKZXaKkcviH0Ku9w2n3V;0xCA70t1ZA4fa9UOE0lIJm;I'm a Mess;Expectations;Bebe Rexha;2018-06-22;195519;77;0.63;0.00281;0.694;0.0;0.0719;-6.257;0.0253;97.005;4;0;0.216;11;6;0;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
17;2364;20;;137;;1326249;22215466;6eUKZXaKkcviH0Ku9w2n3V;0xCA70t1ZA4fa9UOE0lIJm;I'm a Mess;x (Deluxe Edition);Ed Sheeran;2014-06-21;244573;65;0.697;0.556;0.377;0.0;0.0999;-7.755;0.0397;138.754;4;1;0.336;3;6;0;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
18;784;58;4;5;;6391541;168915339;6eUKZXaKkcviH0Ku9w2n3V;6eLrCtqlpjroAkES2EHCx0;Sing;Sing;Ed Sheeran;2014-04-07;235382;39;0.818;0.304;0.67;1.22e-06;0.0601;-4.451;0.0472;119.988;4;0;0.939;8;4;0;1;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
19;905;15;;18;;15039242;143672494;6eUKZXaKkcviH0Ku9w2n3V;0E4Y1XIbs8GrAT1YqVy6dq;Afterglow;Afterglow;Ed Sheeran;2020-12-21;185486;85;0.641;0.698;0.324;0.0;0.328;-5.851;0.0299;110.184;4;1;0.273;11;12;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
20;905;15;;18;;15039242;143672494;6eUKZXaKkcviH0Ku9w2n3V;0E4Y1XIbs8GrAT1YqVy6dq;Afterglow;Lover;Taylor Swift;2019-08-23;223293;69;0.756;0.13;0.449;0.0;0.114;-8.746;0.0344;111.011;4;1;0.399;9;8;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
21;952;21;;11;;22520144;134677281;6eUKZXaKkcviH0Ku9w2n3V;51ChrwmUPDJvedPQnIU8Ls;Dive;÷ (Deluxe);Ed Sheeran;2017-03-03;238440;74;0.761;0.355;0.386;0.0;0.0953;-6.158;0.0399;134.943;3;1;0.526;4;3;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
22;952;21;;11;;22520144;134677281;6eUKZXaKkcviH0Ku9w2n3V;51ChrwmUPDJvedPQnIU8Ls;Dive;Man On The Moon III: The Chosen;Kid Cudi;2020-12-11;148706;63;0.64;0.67;0.621;0.0;0.36;-8.269;0.0679;123.105;4;0;0.332;9;12;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
23;1149;60;;94;;3235261;98613738;6eUKZXaKkcviH0Ku9w2n3V;1HbcclMpw0q2WDWpdGCKdS;Tenerife Sea;x (Deluxe Edition);Ed Sheeran;2014-06-21;241346;69;0.53;0.697;0.346;1.07e-05;0.105;-10.497;0.0376;121.876;4;1;0.359;8;6;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
24;1161;14;;14;;20428343;96973016;6eUKZXaKkcviH0Ku9w2n3V;2pJZ1v8HezrAoZ0Fhzby92;What Do I Know?;÷ (Deluxe);Ed Sheeran;2017-03-03;237333;69;0.838;0.251;0.492;0.0;0.262;-5.69;0.038;115.092;4;0;0.895;1;3;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
25;1240;11;;12;;21746337;87573517;6eUKZXaKkcviH0Ku9w2n3V;5HDPtsnyb3maFmPL8LLUTG;New Man;÷ (Deluxe);Ed Sheeran;2017-03-03;189280;67;0.78;0.0559;0.745;0.0;0.0595;-3.97;0.145;94.026;4;1;0.862;7;3;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
26;1293;10;;17;;18941794;80802361;6eUKZXaKkcviH0Ku9w2n3V;6PJ8FF6UR8FZXfEvpHkIVN;How Would You Feel (Paean);÷ (Deluxe);Ed Sheeran;2017-03-03;280533;69;0.617;0.424;0.439;0.0;0.127;-5.63;0.0269;139.979;4;1;0.242;9;3;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
27;1408;10;;21;;17511782;69682634;6eUKZXaKkcviH0Ku9w2n3V;4VuS959DSpr82t3qBqCrWG;Supermarket Flowers;÷ (Deluxe);Ed Sheeran;2017-03-03;221106;76;0.589;0.914;0.242;0.0;0.0887;-10.517;0.0442;89.749;4;1;0.257;6;3;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
28;1414;10;;22;;17212189;69075733;6eUKZXaKkcviH0Ku9w2n3V;3Lfiu5sZ4M4B6JaKMBc0FU;Barcelona;÷ (Deluxe);Ed Sheeran;2017-03-03;191146;67;0.747;0.448;0.76;0.0;0.153;-4.294;0.187;99.975;4;1;0.682;1;3;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
29;1604;7;;26;;15943608;52834408;6eUKZXaKkcviH0Ku9w2n3V;35QZaWQRkmnAVqBF1TLCxQ;Nancy Mulligan;÷ (Deluxe);Ed Sheeran;2017-03-03;179786;66;0.68;0.117;0.852;0.0;0.0866;-4.35;0.0349;101.993;4;1;0.858;7;3;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
30;1640;7;;23;;16868135;50976361;6eUKZXaKkcviH0Ku9w2n3V;2dfHh7ECGxfNqZTQno09Vk;Hearts Don't Break Around Here;÷ (Deluxe);Ed Sheeran;2017-03-03;248413;67;0.604;0.719;0.366;0.0;0.162;-7.881;0.0267;105.177;3;1;0.181;7;3;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
31;1709;6;;20;;17754789;47160198;6eUKZXaKkcviH0Ku9w2n3V;7oolFzHipTMg2nL7shhdz2;Eraser;÷ (Deluxe);Ed Sheeran;2017-03-03;227426;62;0.64;0.086;0.812;0.0;0.0509;-5.647;0.0834;86.013;4;0;0.914;8;3;0;0;1;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
32;1888;5;;32;;14572115;38377655;6eUKZXaKkcviH0Ku9w2n3V;6SznMYPQJHzr3IwsAHLId2;Bibia Be Ye Ye;÷ (Deluxe);Ed Sheeran;2017-03-03;176746;65;0.738;0.52;0.677;0.0;0.133;-5.121;0.0824;127.067;4;1;0.882;7;3;0;0;0;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
33;1940;5;;37;;13613140;36063431;6eUKZXaKkcviH0Ku9w2n3V;6TIU9Ehmi6dMzZK73Ym4yj;Save Myself;÷ (Deluxe);Ed Sheeran;2017-03-03;247106;66;0.552;0.85;0.29;0.0;0.227;-5.617;0.0448;78.842;4;1;0.481;10;3;0;0;0;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
34;2003;27;;102;;4286838;33362414;6eUKZXaKkcviH0Ku9w2n3V;6wJhz2jABaX2oMChhGy39Y;The A Team;+;Ed Sheeran;2011-09-09;258373;55;0.642;0.669;0.289;0.0;0.18;-9.918;0.0367;84.996;4;1;0.407;9;9;0;0;0;1;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
35;2582;16;;144;;1202318;17596675;6eUKZXaKkcviH0Ku9w2n3V;5TvFfDlVoUWZvfqrhTJzD7;One;x (Deluxe Edition);Ed Sheeran;2014-06-21;252760;64;0.464;0.877;0.321;0.0;0.0789;-11.12;0.0418;93.528;4;1;0.306;2;6;0;0;0;0;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
36;3445;2;;161;;3579242;6660641;6eUKZXaKkcviH0Ku9w2n3V;2NHSYwGkAvPHzCinY0KwXo;Shape of You - Stormzy Remix;Shape of You (Stormzy Remix);Ed Sheeran;2017-02-24;231260;54;0.609;0.595;0.674;0.0;0.203;-3.007;0.202;127.656;3;0;0.789;1;2;0;0;0;0;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
37;3612;6;;178;;1220691;5791830;6eUKZXaKkcviH0Ku9w2n3V;5v4sZRuvWDcisoOk1PFv6T;Bloodstream;x (Deluxe Edition);Ed Sheeran;2014-06-21;300253;66;0.66;0.529;0.316;0.000294;0.104;-11.567;0.0364;91.207;4;0;0.543;3;6;0;0;0;0;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
38;3612;6;;178;;1220691;5791830;6eUKZXaKkcviH0Ku9w2n3V;5v4sZRuvWDcisoOk1PFv6T;Bloodstream;Memories...Do Not Open;The Chainsmokers;2017-04-07;224280;56;0.62;0.0317;0.627;0.0;0.172;-5.889;0.0259;90.955;4;1;0.164;9;4;0;0;0;0;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
39;3612;6;;178;;1220691;5791830;6eUKZXaKkcviH0Ku9w2n3V;5v4sZRuvWDcisoOk1PFv6T;Bloodstream;Bloodstream;Ed Sheeran;2015-02-27;308876;48;0.482;0.202;0.59;2.48e-05;0.0592;-6.399;0.0485;89.354;4;1;0.27;1;2;0;0;0;0;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
40;4752;1;;191;;698114;698114;6eUKZXaKkcviH0Ku9w2n3V;5J8JQbFMEMT5qae9wkdUTE;Bloodstream;x (Deluxe Edition);Ed Sheeran;2014-06-21;300253;66;0.66;0.529;0.316;0.000294;0.104;-11.567;0.0364;91.207;4;0;0.543;3;6;0;0;0;0;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
41;4752;1;;191;;698114;698114;6eUKZXaKkcviH0Ku9w2n3V;5J8JQbFMEMT5qae9wkdUTE;Bloodstream;Memories...Do Not Open;The Chainsmokers;2017-04-07;224280;56;0.62;0.0317;0.627;0.0;0.172;-5.889;0.0259;90.955;4;1;0.164;9;4;0;0;0;0;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
42;4752;1;;191;;698114;698114;6eUKZXaKkcviH0Ku9w2n3V;5J8JQbFMEMT5qae9wkdUTE;Bloodstream;Bloodstream;Ed Sheeran;2015-02-27;308876;48;0.482;0.202;0.59;2.48e-05;0.0592;-6.399;0.0485;89.354;4;1;0.27;1;2;0;0;0;0;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
43;4208;1;;191;;4220954;4220954;6eUKZXaKkcviH0Ku9w2n3V;3zl7j5ua8mF4JDYuxrfo01;Perfect Symphony (Ed Sheeran & Andrea Bocelli);Perfect Symphony (Ed Sheeran & Andrea Bocelli);Ed Sheeran;2017-12-15;265363;68;0.544;0.586;0.417;0.0;0.085;-4.387;0.0247;95.156;3;1;0.207;8;12;0;0;0;0;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
44;4432;1;;167;;2959460;2959460;6eUKZXaKkcviH0Ku9w2n3V;0SuG9kyzGRpDqrCWtgD6Lq;Give Me Love;+;Ed Sheeran;2011-09-09;526386;72;0.526;0.694;0.328;0.0;0.112;-9.864;0.0461;116.068;4;1;0.11;1;9;0;0;0;0;162148;http://instagram.com/edsheeran;edsheeran;1035864.0
45;2;89;41;1;(x17);52055226;2117315285;2NjfBq1NflQcKSeiDooVjY;1rgnBhdG2JDFTbYkYRZAku;Dance Monkey;Dance Monkey;Tones And I;2019-05-10;209754;67;0.825;0.688;0.593;0.000161;0.17;-6.401;0.0988;98.078;4;0;0.54;6;5;1;1;1;1;4725833;http://www.instagram.com/tonesandi;tonesandi;688711.0
46;938;22;;74;;7767566;137556302;2NjfBq1NflQcKSeiDooVjY;2grAr8pWMuLWn8ZYEE9wDV;Never Seen the Rain;Never Seen the Rain;Tones And I;2019-07-15;200755;63;0.485;0.44;0.461;0.0;0.232;-5.646;0.0444;87.009;4;1;0.324;9;7;0;0;1;1;4725833;http://www.instagram.com/tonesandi;tonesandi;688711.0
47;1968;7;;177;;5127000;34895809;2NjfBq1NflQcKSeiDooVjY;5ri4zqtWhG07hIuNNDWP76;Fly Away;Fly Away;Tones And I;2020-11-13;178156;82;0.806;0.217;0.513;0.0;0.217;-6.208;0.0685;124.988;4;1;0.503;4;11;0;0;0;1;4725833;http://www.instagram.com/tonesandi;tonesandi;688711.0
48;1968;7;;177;;5127000;34895809;2NjfBq1NflQcKSeiDooVjY;5ri4zqtWhG07hIuNNDWP76;Fly Away;Fly Away;5 Seconds of Summer;2015-08-14;212555;0;0.421;0.000699;0.886;0.0;0.136;-3.117;0.0513;92.861;4;1;0.545;2;8;0;0;0;1;4725833;http://www.instagram.com/tonesandi;tonesandi;688711.0
49;3989;1;;192;;4787180;4787180;2NjfBq1NflQcKSeiDooVjY;1qCmZnC1FUpNgOydIzqIPC;Bad Child;Bad Child/Can't Be Happy All The Time;Tones And I;2020-03-11;221466;68;0.756;0.402;0.554;0.0;0.158;-4.24;0.0342;117.992;4;0;0.596;6;3;0;0;0;0;4725833;http://www.instagram.com/tonesandi;tonesandi;688711.0
50;4;70;64;1;(x13);52375259;2072001165;1Xyo4u8uXC1ZmMpatF05PJ;0VjIjW4GlUZAMYd2vXMi3b;Blinding Lights;After Hours;The Weeknd;2020-03-20;200040;94;0.514;0.00146;0.73;9.54e-05;0.0897;-5.934;0.0598;171.005;4;1;0.334;1;3;1;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
51;3447;1;;138;;6653913;6653913;1Xyo4u8uXC1ZmMpatF05PJ;7MXgrcOQAJ5VwSNUL0lDd3;Blinding Lights;After Hours;The Weeknd;2020-03-20;200040;94;0.514;0.00146;0.73;9.54e-05;0.0897;-5.934;0.0598;171.005;4;1;0.334;1;3;1;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
52;46;96;21;1;(x6);35360281;1022208064;1Xyo4u8uXC1ZmMpatF05PJ;5aAx2yezTd8zXrkmtKl66Z;Starboy;Starboy;The Weeknd;2016-11-25;230453;1;0.681;0.165;0.594;3.49e-06;0.134;-7.028;0.282;186.054;4;1;0.535;7;11;1;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
53;2673;3;;49;;7509420;16073380;1Xyo4u8uXC1ZmMpatF05PJ;6pDVjCUA3B1vg9waKutAsv;Attention;Attention;Charlie Puth;2017-04-20;211475;3;0.774;0.0969;0.626;3.12e-05;0.0848;-4.432;0.0432;100.041;4;0;0.777;3;4;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
54;2673;3;;49;;7509420;16073380;1Xyo4u8uXC1ZmMpatF05PJ;6pDVjCUA3B1vg9waKutAsv;Attention;Starboy;The Weeknd;2016-11-25;197653;64;0.671;0.688;0.428;0.000182;0.119;-7.052;0.124;148.04;4;0;0.362;4;11;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
55;135;84;29;1;(x1);19390352;641671404;1Xyo4u8uXC1ZmMpatF05PJ;6RsWqX8zABZLhZydXxEFOm;Can't Feel My Face;Beauty Behind The Madness;The Weeknd;2015-08-28;213520;1;0.702;0.124;0.77;0.0;0.103;-5.416;0.0482;107.951;4;0;0.593;9;8;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
56;145;68;8;4;;22658206;614496718;1Xyo4u8uXC1ZmMpatF05PJ;4RepvCWqsP6zBuzvwYibAS;I Feel It Coming;Starboy;The Weeknd;2016-11-25;269186;2;0.769;0.429;0.813;0.0;0.0952;-5.9;0.143;92.985;4;0;0.567;0;11;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
57;152;101;11;3;(x1);14363491;600948718;1Xyo4u8uXC1ZmMpatF05PJ;25khomWgBVamSdKw7hzm3l;The Hills;Beauty Behind The Madness;The Weeknd;2015-08-28;242253;0;0.356;0.0861;0.567;0.0;0.137;-7.011;0.0798;135.553;5;0;0.109;0;8;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
58;246;51;1;6;;26303039;456737381;1Xyo4u8uXC1ZmMpatF05PJ;7szuecWAPwGoV1e5vGu8tl;In Your Eyes;After Hours;The Weeknd;2020-03-20;237520;84;0.667;0.00285;0.719;8.1e-05;0.0736;-5.371;0.0346;100.021;4;0;0.717;7;3;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
59;3471;1;;90;;6511008;6511008;1Xyo4u8uXC1ZmMpatF05PJ;0UnTaVkntyh3vqvLEvbpQx;In Your Eyes;After Hours;The Weeknd;2020-03-20;237520;84;0.667;0.00285;0.719;8.1e-05;0.0736;-5.371;0.0346;100.021;4;0;0.717;7;3;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
60;363;35;4;1;(x1);40628023;340438288;1Xyo4u8uXC1ZmMpatF05PJ;1gm616Plq4ScqNi7TVkZ5N;Call Out My Name;My Dear Melancholy,;The Weeknd;2018-03-29;228373;0;0.489;0.218;0.598;0.0;0.35;-4.929;0.036;134.045;3;1;0.172;1;3;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
61;370;17;10;2;(x4);30115082;336975016;1Xyo4u8uXC1ZmMpatF05PJ;5QO79kh1waicV47BqGRL3g;Save Your Tears;After Hours;The Weeknd;2020-03-20;215626;95;0.68;0.0212;0.826;1.24e-05;0.543;-5.487;0.0309;118.051;4;1;0.644;0;3;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
62;499;28;1;4;;28298094;268132684;1Xyo4u8uXC1ZmMpatF05PJ;57vxBYXtHMk6H1aD29V7PU;Heartless;Heartless;The Weeknd;2019-11-27;200080;5;0.531;0.00632;0.75;7.6e-05;0.117;-5.831;0.111;169.954;4;0;0.198;10;11;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
63;2784;6;;57;;3965471;14236903;1Xyo4u8uXC1ZmMpatF05PJ;2PUQu6RlN3DDJOoJ26JW8u;Prisoner;Beauty Behind The Madness;The Weeknd;2015-08-28;274960;0;0.543;0.401;0.407;0.000113;0.202;-12.741;0.0389;134.831;4;0;0.327;0;8;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
64;790;15;2;7;;27647920;168159002;1Xyo4u8uXC1ZmMpatF05PJ;2p8IUWQDrpjuFltbdgLOag;After Hours;After Hours;The Weeknd;2020-03-20;361026;77;0.664;0.0811;0.572;0.00604;0.121;-6.099;0.0305;108.959;4;0;0.143;5;3;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
65;816;23;1;5;;20680768;162131625;1Xyo4u8uXC1ZmMpatF05PJ;4F7A0DXBrmUAkp32uenhZt;Party Monster;Starboy;The Weeknd;2016-11-25;249213;71;0.573;0.189;0.63;2.31e-05;0.259;-8.389;0.105;77.525;4;1;0.218;1;11;0;1;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
66;1000;28;;28;;7386246;125286757;1Xyo4u8uXC1ZmMpatF05PJ;7fPHfBCyKE3aVCBjE4DAvl;In The Night;Beauty Behind The Madness;The Weeknd;2015-08-28;235653;0;0.48;0.0696;0.682;0.0;0.0463;-4.94;0.13;167.939;3;1;0.506;7;8;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
67;2032;6;;28;;10300497;31939705;1Xyo4u8uXC1ZmMpatF05PJ;00NAQYOP4AmWR549nnYJZu;Secrets;Secrets;Regard;2020-04-24;176766;80;0.848;0.0412;0.768;0.000785;0.195;-5.386;0.0373;118.961;4;0;0.777;6;4;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
68;2032;6;;28;;10300497;31939705;1Xyo4u8uXC1ZmMpatF05PJ;00NAQYOP4AmWR549nnYJZu;Secrets;Starboy;The Weeknd;2016-11-25;265600;70;0.664;0.0155;0.771;9.6e-06;0.46;-5.779;0.0533;109.945;4;1;0.763;0;11;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
69;2032;6;;28;;10300497;31939705;1Xyo4u8uXC1ZmMpatF05PJ;00NAQYOP4AmWR549nnYJZu;Secrets;Club Life, Vol. 4 - New York City;Tiësto;2015-05-18;250946;0;0.648;0.000329;0.812;0.0369;0.0857;-7.585;0.0414;128.178;4;0;0.122;11;5;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
70;1023;62;;41;;5054030;120070975;1Xyo4u8uXC1ZmMpatF05PJ;5SqSckut3FcoQKmGkMWgp1;Often;Beauty Behind The Madness;The Weeknd;2015-08-28;249040;0;0.571;0.229;0.612;0.0;0.127;-9.851;0.045;133.995;4;0;0.0812;7;8;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
71;1897;9;;33;;8994606;38079941;1Xyo4u8uXC1ZmMpatF05PJ;4oeaIftdpT3JuZLcCkKmVE;False Alarm;False Alarm;Matoma;2016-06-24;224271;57;0.643;0.00681;0.732;4.57e-05;0.0606;-6.762;0.0294;102.979;4;0;0.181;5;6;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
72;1897;9;;33;;8994606;38079941;1Xyo4u8uXC1ZmMpatF05PJ;4oeaIftdpT3JuZLcCkKmVE;False Alarm;Starboy;The Weeknd;2016-11-25;220306;68;0.517;0.0324;0.677;3.37e-05;0.189;-6.373;0.0746;173.978;4;0;0.192;8;11;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
73;1438;12;;20;;13146729;66569574;1Xyo4u8uXC1ZmMpatF05PJ;4h90qkbnW1Qq6pBhoPvwko;Sidewalks;Starboy;The Weeknd;2016-11-25;231360;69;0.542;0.147;0.72;0.0;0.348;-5.136;0.0628;149.828;4;0;0.623;1;11;0;0;1;1;169847;http://www.instagram.com/theweeknd;theweeknd;30162766.0
