;Pos;Wks;T10;Pk;X?;PkStreams;Total;ARTIST URL;TRACK;song name;album;artist;release_date;length;popularity;danceability;acousticness;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;mode;valence;key;release_month;Top100;Top1000;Top2000;Top2500;music_story_id;instagram_url;instagram_username;instagram_followers
3974;4299;1;;199;;3821752;3821752;3qBKjEOanahMxlRojwCzhI;4FpfU1O7WCLBnmwu5XAFk4;Redemption Interlude;Black Panther The Album Music From And Inspired By;Kendrick Lamar;2018-02-09;85266;51;0.549;0.662;0.449;4.88e-05;0.0866;-13.645;0.104;121.164;4;0;0.223;9;2;0;0;0;0;4721665;http://www.instagram.com/zacarip;zacarip;59267.0
3975;2935;10;;31;;1349986;11923066;1TlTz1l8LzQ7AiXjBO77Ep;6w2A10HCO5nhBCaNLk4aS2;Trumpsta - Djuro Remix;Trumpsta (Remixes);Contiez;2013-05-13;258519;48;0.973;0.00208;0.589;0.319;0.276;-7.014;0.236;128.006;4;1;0.201;1;5;0;0;0;0;4481941;https://www.instagram.com/contiez;contiez;1320.0
3976;2943;11;;116;;1220270;11788333;137W8MRPWKqSmrBGDBFSop;72EngNlhSiPugQCQniZ0fY;We Dem Boyz;Blacc Hollywood;Wiz Khalifa;2014-08-18;224933;32;0.698;0.0104;0.868;0.0;0.343;-4.748;0.0582;130.031;4;1;0.378;8;8;0;0;0;0;152728;http://www.instagram.com/wizkhalifa;wizkhalifa;32042248.0
3977;4216;4;;144;;1325458;4192145;137W8MRPWKqSmrBGDBFSop;4IXiFMhtXEbSEG8UoAeTwD;Go Hard or Go Home;Go Hard or Go Home;Wiz Khalifa;2015-02-17;232772;62;0.651;0.00293;0.741;1.2e-05;0.217;-5.067;0.0408;168.02;4;0;0.386;4;2;0;0;0;0;152728;http://www.instagram.com/wizkhalifa;wizkhalifa;32042248.0
3978;3959;1;;136;;4861271;4861271;7t0rwkOPGlDPEhaOcVtOt9;6xy6jNeNTYwjnKTDzMyHw2;Zombie;Zombie;Samra;2019-07-11;176534;56;0.565;0.218;0.604;0.0;0.104;-5.764;0.13;109.085;4;0;0.323;2;7;0;0;0;0;102128;http://www.instagram.com/thecranberries;thecranberries;175721.0
3979;3959;1;;136;;4861271;4861271;7t0rwkOPGlDPEhaOcVtOt9;6xy6jNeNTYwjnKTDzMyHw2;Zombie;No Need To Argue (The Complete Sessions 1994-1995);The Cranberries;1994-10-03;306440;0;0.309;0.0158;0.649;0.00595;0.367;-8.994;0.035;166.915;4;1;0.313;7;10;0;0;0;0;102128;http://www.instagram.com/thecranberries;thecranberries;175721.0
3980;4326;1;;200;;3639673;3639673;7t0rwkOPGlDPEhaOcVtOt9;1aLNpg2kKvUncflV8xE5AA;Linger;Everybody Else Is Doing It, So Why Can't We? (The Complete Sessions 1991-1993);The Cranberries;1993-03-01;274760;0;0.438;0.0841;0.428;4.63e-05;0.138;-14.861;0.0263;94.864;4;1;0.209;7;3;0;0;0;0;102128;http://www.instagram.com/thecranberries;thecranberries;175721.0
3981;2949;2;;89;;6540026;11637598;3ZuBEj9ppJe8GSdKaMTfMN;6oX9RuILbVIglevEhbg8iM;KARMA;KARMA;Nimo;2019-10-31;255133;56;0.698;0.139;0.634;4.89e-06;0.338;-6.121;0.0742;159.992;4;0;0.528;0;10;0;0;0;0;4643273;https://www.instagram.com/sweet.nimo;sweet.nimo;3794.0
3982;3426;1;;114;;6818219;6818219;3ZuBEj9ppJe8GSdKaMTfMN;1B89LtaW92jj4AqT7OZ0Fj;KEIN SCHLAF;NIMORIGINAL;Nimo;2019-12-19;200493;57;0.606;0.294;0.715;0.000133;0.124;-5.608;0.173;174.049;4;1;0.393;11;12;0;0;0;0;4643273;https://www.instagram.com/sweet.nimo;sweet.nimo;3794.0
3983;2954;2;;86;;7149748;11557442;5j21TGkrNEAJe3gG9VlS34;63THFs9ovzO3WQsz4lzh0H;DODI;DODI;Shindy;2019-01-11;183045;49;0.823;0.0101;0.56;2.86e-05;0.126;-7.057;0.0629;146.958;4;0;0.371;10;1;0;0;0;0;4572301;http://www.instagram.com/shindy;shindy;1041983.0
3984;3023;2;;130;;5898430;10571778;5j21TGkrNEAJe3gG9VlS34;1L8LtC2s161XwY6YrtnQjw;Affalterbach;Affalterbach;Shindy;2019-03-26;174159;51;0.819;0.0126;0.633;0.0;0.381;-4.893;0.328;86.982;4;0;0.808;10;3;0;0;0;0;4572301;http://www.instagram.com/shindy;shindy;1041983.0
3985;4037;1;;182;;4664620;4664620;5j21TGkrNEAJe3gG9VlS34;7GGhY0m7PZ408BYVXgXtjt;Raffaello;Drama;Shindy;2019-07-12;237560;56;0.645;0.193;0.49;1.41e-05;0.092;-9.198;0.105;74.376;4;1;0.154;0;7;0;0;0;0;4572301;http://www.instagram.com/shindy;shindy;1041983.0
3986;2956;2;;81;;7069221;11536368;3pVfscwg2QxhdHtk966inb;0WFgtxiLNr99YaoSdYR3Ud;Honda Civic;Honda Civic;The Cratez;2019-09-27;158060;62;0.704;0.282;0.782;0.00769;0.0759;-5.471;0.164;93.35;4;0;0.346;1;9;0;0;0;0;4729900;http://www.instagram.com/thecratez;thecratez;123953.0
3987;2958;2;;85;;6586138;11488098;5pVRwX5ZQR7hfJ18w8ZYkl;6lU4BQWZomCWRfKSowfezE;Emotions;Rich Rich;Ufo361;2020-04-24;146012;66;0.814;0.351;0.459;0.0165;0.107;-10.859;0.282;131.518;5;1;0.211;8;4;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
3988;2980;2;;111;;6051802;11193384;5pVRwX5ZQR7hfJ18w8ZYkl;5NsCv3I7o0f6vSQScG01f1;Pass auf wen du liebst;Pass auf wen du liebst;Ufo361;2019-03-17;209449;53;0.592;0.146;0.572;0.000172;0.115;-8.974;0.185;164.08;4;0;0.315;5;3;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
3989;3564;1;;155;;6010373;6010373;5pVRwX5ZQR7hfJ18w8ZYkl;4qOesAYiMiMFiZrn2wfkl6;Big Drip;Big Drip;Ufo361;2020-01-17;173784;55;0.791;0.0413;0.537;0.000284;0.129;-6.763;0.31;158.915;4;0;0.433;0;1;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
3990;3583;1;;122;;5924386;5924386;5pVRwX5ZQR7hfJ18w8ZYkl;7yosVOH7pRWrKANBDbsBqI;Shot;Shot;Ufo361;2019-06-28;224400;50;0.721;0.0348;0.786;0.00297;0.652;-6.637;0.0703;105.041;4;1;0.255;7;6;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
3991;3757;1;;138;;5302420;5302420;5pVRwX5ZQR7hfJ18w8ZYkl;1x4MJYA9mJRph3fygU51K4;Next;Next;Ufo361;2019-04-26;164470;50;0.825;0.0199;0.749;0.0;0.14;-4.805;0.182;154.943;4;0;0.31;10;4;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
3992;3831;1;;161;;5119993;5119993;5pVRwX5ZQR7hfJ18w8ZYkl;2TrhpvxwuF6hrboTdRXwnS;Allein sein;Allein sein;Ufo361;2020-03-27;147353;57;0.774;0.0386;0.588;0.0;0.258;-8.529;0.225;75.978;4;1;0.392;1;3;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
3993;3837;1;;143;;5113459;5113459;5pVRwX5ZQR7hfJ18w8ZYkl;3yZCjDTxzZxx1kll1sRjGc;Emotions 2.0;Emotions 2.0;Ufo361;2020-06-12;146027;67;0.788;0.386;0.491;0.00088;0.107;-9.884;0.109;98.543;4;1;0.271;8;6;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
3994;3863;1;;151;;5060101;5060101;5pVRwX5ZQR7hfJ18w8ZYkl;2KlbLTnQ5Wch2oOelW0Y2k;Wir sind Kral;Lights Out;Ufo361;2019-11-14;154251;47;0.801;0.278;0.688;0.00888;0.15;-6.62;0.113;158.003;4;1;0.41;9;11;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
3995;3918;1;;186;;4938864;4938864;5pVRwX5ZQR7hfJ18w8ZYkl;3VFT90E0yYjdHSFoGv02us;Rich Rich;Rich Rich;Ufo361;2020-02-21;204319;57;0.548;0.0844;0.649;0.00044;0.13;-4.796;0.29;141.853;4;0;0.222;4;2;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
3996;3975;1;;174;;4823401;4823401;5pVRwX5ZQR7hfJ18w8ZYkl;3JDPPLA5oReVAkrEDcBllG;Shit Changed;Shit Changed;Ufo361;2020-07-24;183839;60;0.826;0.141;0.528;0.000362;0.104;-9.221;0.175;157.001;4;1;0.318;9;7;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
3997;4003;1;;198;;4752181;4752181;5pVRwX5ZQR7hfJ18w8ZYkl;7IxGslFZA5QhgXbUsDmcjf;Bad Girls, Good Vibes;Bad Girls, Good Vibes;Ufo361;2020-03-13;107446;56;0.826;0.516;0.368;0.0248;0.0914;-12.761;0.133;127.977;4;0;0.158;7;3;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
3998;4013;1;;191;;4722309;4722309;5pVRwX5ZQR7hfJ18w8ZYkl;7MqL7uh6zGd8x0B9srz3r0;Gib Gas;Gib Gas;Ufo361;2019-05-17;173200;49;0.675;0.0712;0.852;0.179;0.667;-4.529;0.0958;74.996;4;1;0.277;8;5;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
3999;4085;1;;192;;4567010;4567010;5pVRwX5ZQR7hfJ18w8ZYkl;4Sokm1cWK36H2WctWWRGf1;Irina Shayk;Irina Shayk;Ufo361;2019-06-07;147451;45;0.578;0.166;0.593;0.0209;0.17;-9.504;0.0696;74.869;4;0;0.201;2;6;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
4000;4127;1;;187;;4462744;4462744;5pVRwX5ZQR7hfJ18w8ZYkl;4kna7DSzKjH1Be7Y3XYxYL;Nummer;WAVE;Ufo361;2019-08-09;182213;49;0.688;0.223;0.638;0.000202;0.101;-6.855;0.134;193.851;4;0;0.291;11;8;0;0;0;0;4668583;https://www.instagram.com/ufo.361.fanpage;ufo.361.fanpage;776.0
4001;2963;7;;159;;1701700;11441563;1jhdZdzOd4TJLAHqQdkUND;2a5VluIESm1JP4Qwvo02H8;Wasn't Expecting That;Jamie Lawson;Jamie Lawson;2015-10-09;201072;62;0.591;0.424;0.415;0.000299;0.111;-6.936;0.0437;90.483;4;1;0.197;6;10;0;0;0;0;4582587;http://instagram.com/jamielawsonmusic;jamielawsonmusic;90906.0
4002;2967;3;;176;;3886564;11382364;2JLqTvFXmC87BksiCsBezV;4vkVvmjIiQibQ6zJnC1Q9z;Sucker for You;Trouble;Matt Terry;2017-11-24;203813;49;0.874;0.218;0.649;0.0;0.337;-4.385;0.0833;95.004;4;1;0.712;0;11;0;0;0;0;4692301;https://www.instagram.com/mattterry;mattterry;265532.0
4003;2976;11;;134;;1629920;11265663;3q9nybxzbSHsesDBHUlP4c;3bi8yEuK44vLcbjHkPH0u1;2 Heads;2 Heads;Coleman Hell;2015-04-07;213706;55;0.733;0.0621;0.565;0.000324;0.104;-8.515;0.0367;120.006;4;1;0.35;0;4;0;0;0;0;4567943;http://www.instagram.com/colemanhell;colemanhell;11337.0
4004;2978;3;;189;;3834453;11232588;2LAqcqAQ8KPTsl1HBgBrqM;0GVuLQtPXFaL18ijEOqoAa;Tightrope;The Greatest Showman (Original Motion Picture Soundtrack);Various Artists;2017-12-08;234360;69;0.351;0.3;0.331;9.14e-06;0.0919;-10.316;0.0382;161.564;3;1;0.191;9;12;0;0;0;0;;https://www.instagram.com/michellewilliams;michellewilliams;1020337.0
4005;2992;2;;90;;6353371;11036336;1CoZyIx7UvdxT5c8UkMzHd;0DJBgBiYeSn6n1AXAkFVE8;I Am;Black Panther The Album Music From And Inspired By;Kendrick Lamar;2018-02-09;208760;61;0.601;0.144;0.583;9.73e-05;0.183;-5.725;0.263;148.785;4;0;0.32;8;2;0;0;0;0;;https://www.instagram.com/jorja.smith_x;jorja.smith_x;15789.0
4006;4424;3;;176;;1469227;3054661;521qvhdobR0GzhvU6TFw76;05dL7chWJaVjMJnGO1YCKk;Untouchable;Revival;Eminem;2017-12-15;370133;0;0.546;0.0781;0.89;0.0;0.146;-3.38;0.513;177.612;4;1;0.636;7;12;0;0;0;0;4473453;https://www.instagram.com/tritonal;tritonal;127202.0
4007;4424;3;;176;;1469227;3054661;521qvhdobR0GzhvU6TFw76;05dL7chWJaVjMJnGO1YCKk;Untouchable;Untouchable;Tritonal;2015-05-18;228837;52;0.542;0.0664;0.795;2.89e-06;0.313;-3.131;0.0379;128.959;4;1;0.251;7;5;0;0;0;0;4473453;https://www.instagram.com/tritonal;tritonal;127202.0
4008;3003;2;;111;;5689674;10876703;6m1LYS5NQonxjOcQFPQOb5;7qkqUFKET2tAjVHLxlLYOe;Verleden Tijd;Francis;Frenna;2018-11-23;195469;48;0.771;0.131;0.661;5.45e-06;0.114;-6.718;0.0916;104.884;4;1;0.183;10;11;0;0;0;0;4686881;https://www.instagram.com/frenna;frenna;504300.0
4009;3004;17;;166;;1288410;10871462;7zsin6IgVsR1rqSRCNYDwq;6GRDI9suQHikFP6euIXnpq;Hero;Loma Vista;Family of the Year;2012-07-10;190280;65;0.341;0.213;0.539;6.44e-05;0.109;-5.76;0.0265;174.564;4;1;0.267;5;7;0;0;0;0;138413;http://instagram.com/familyoftheyear;familyoftheyear;8332.0
4010;3010;5;;157;;2317363;10758693;085pc2PYOi8bGKj0PNjekA;2bhClfvMI1WBazskedPFB5;Boys & Girls;Boys & Girls;will.i.am;2016-04-08;241160;0;0.899;0.346;0.74;0.00335;0.0914;-6.569;0.0527;107.998;4;0;0.623;11;4;0;0;0;0;6115;https://www.instagram.com/willevy;willevy;7953243.0
4011;4073;3;;47;;1568528;4582369;085pc2PYOi8bGKj0PNjekA;6fS3dNRP8D0vxC48BUowbO;Feelin' Myself;Feelin' Myself;will.i.am;2013-01-01;253520;20;0.859;0.0293;0.533;0.0;0.138;-8.59;0.156;96.453;4;0;0.514;6;1;0;0;0;0;6115;https://www.instagram.com/willevy;willevy;7953243.0
4012;3017;2;;132;;5346208;10662332;7xX15v6ahAkcT14kHfB9wB;5C0ivQMxes2lWuOANhvVAm;GIANTS;GIANTS;True Damage;2019-11-10;191720;69;0.642;0.0834;0.683;0.0;0.155;-5.386;0.262;154.881;4;1;0.584;1;11;0;0;0;0;;https://www.instagram.com/vii.ix.iv;vii.ix.iv;1413.0
4013;3022;2;;132;;5743134;10592239;3lY9Fxceu60W1rbon7PkuF;6RyuoOJXNzlVWpfC5xQyeI;Alocao (With Bad Gyal);Alocao (With Bad Gyal);Omar Montes;2019-10-24;209320;66;0.673;0.214;0.752;1.53e-06;0.106;-4.705;0.0567;178.005;4;0;0.699;11;10;0;0;0;0;4727476;http://www.instagram.com/omarmontesofficial;omarmontesofficial;1266653.0
4014;3031;8;;83;;2500084;10479299;1IELhvOMg5VQlU7syRm6CS;2ec6A7BVwscwirxa0gnWHj;Together;Together;Sia;2020-05-20;205207;77;0.521;0.0132;0.877;0.0806;0.0929;-5.444;0.0683;180.007;4;1;0.199;7;5;0;0;0;0;4508554;https://www.instagram.com/cazzette;cazzette;27323.0
4015;3033;2;;171;;5623237;10471459;6gGJH7joTDx9M3xREiAq9U;7qmnP8Woc47dLSrMD5MxL1;Amor ou o Litrão;Amor ou o Litrão;Petter Ferraz;2020-10-16;173913;74;0.934;0.437;0.707;1.74e-05;0.0628;-4.214;0.0646;138.023;4;1;0.961;9;10;0;0;0;0;;https://www.instagram.com/petterferrazoficial;petterferrazoficial;151070.0
4016;3035;4;;79;;3657608;10441955;6FBDaR13swtiWwGhX1WQsP;34hoCwSsssai61QCqzGYtX;Bored To Death;Bored To Death;blink-182;2016-04-27;235613;0;0.502;0.00575;0.966;1.56e-06;0.117;-3.876;0.0946;159.948;4;1;0.638;0;4;0;0;0;0;;https://www.instagram.com/blink182;blink182;2085057.0
4017;4564;1;;194;;2057132;2057132;6FBDaR13swtiWwGhX1WQsP;6EE19skJ32p58xihYj2Waa;She's Out Of Her Mind;California;blink-182;2016-07-01;162720;61;0.447;0.00448;0.967;0.0;0.487;-2.706;0.0793;179.991;4;1;0.606;0;7;0;0;0;0;;https://www.instagram.com/blink182;blink182;2085057.0
4018;3043;2;;129;;5313114;10378576;3EW0kQ1skZiK1NHg3Spt9J;1fvCggAYrW0VtCljtqv4h2;Last Memory;The Last Rocket;Takeoff;2018-11-02;162132;59;0.854;0.175;0.708;0.0;0.241;-5.805;0.244;118.032;4;0;0.172;1;11;0;0;0;0;;https://www.instagram.com/yrntakeoff;yrntakeoff;5363867.0
4019;3981;1;;160;;4806375;4806375;3EW0kQ1skZiK1NHg3Spt9J;1B4gJRq61xTs6r1O0Uq2iY;Casper;The Last Rocket;Takeoff;2018-11-02;197079;67;0.921;0.525;0.607;1.12e-06;0.123;-7.397;0.209;140.071;4;1;0.753;1;11;0;0;0;0;;https://www.instagram.com/yrntakeoff;yrntakeoff;5363867.0
4020;3048;8;;115;;1934851;10303350;4SR9oxWziAoPR4kTrekBi6;115wngouCO5AUFjTA4PdRV;Saxofuckingfon;Saxofuckingfon;Samir & Viktor;2015-06-05;198666;50;0.762;0.0241;0.863;8.66e-06;0.297;-5.653;0.0748;127.968;4;0;0.491;3;6;0;0;0;0;4567945;https://www.instagram.com/samirsochviktors;samirsochviktors;1233.0
4021;3910;4;;146;;1469139;4955784;4SR9oxWziAoPR4kTrekBi6;4ldXgqnQ9jJ1mYRTmg9O9B;Groupie;Groupie;Samir & Viktor;2015-02-14;181133;42;0.671;0.0106;0.883;0.0;0.191;-5.007;0.0355;127.925;4;1;0.664;10;2;0;0;0;0;4567945;https://www.instagram.com/samirsochviktors;samirsochviktors;1233.0
4022;4301;2;;155;;2047286;3811783;4SR9oxWziAoPR4kTrekBi6;68jkh9nqSjpmRtkkA9f0ld;Bada nakna;Bada Nakna;Samir & Viktor;2016-02-06;191047;50;0.695;0.195;0.873;0.0;0.21;-4.647;0.0529;130.004;4;1;0.578;1;2;0;0;0;0;4567945;https://www.instagram.com/samirsochviktors;samirsochviktors;1233.0
4023;3049;5;;128;;2409370;10300177;1HwM5zlC5qNWhJtM00yXzG;6uP0XLqjRqFx8HAfesdcAg;X Gon' Give It To Ya;The Best Of DMX;DMX;2010-01-01;219253;0;0.501;0.0295;0.851;0.0;0.0775;-5.111;0.292;95.058;4;0;0.627;10;1;0;0;0;0;5607;https://www.instagram.com/dmx;dmx;3241713.0
4024;3050;5;;187;;2144176;10289708;61ipISvUVa5LkJlKZnm3Oo;2IDDQFHRf9iH35jeL89uNs;Please Tell Rosie;Music Is My Best Friend;Alle Farben;2016-06-03;172640;57;0.721;0.024;0.681;0.0109;0.157;-7.631;0.0488;121.978;4;0;0.768;0;6;0;0;0;0;4558213;http://instagram.com/allefarben_official;allefarben_official;64763.0
4025;3055;2;;139;;5482090;10248859;3S6gaE89XewFAvZqsMuJDJ;3loy88Lp5qoTHhL8GhRfVZ;Mekanın Sahibi;Mekanın Sahibi;Norm Ender;2019-07-19;191504;58;0.893;0.254;0.63;0.0;0.116;-5.769;0.159;123.029;4;1;0.434;8;7;0;0;0;0;;https://www.instagram.com/normenderonline;normenderonline;804568.0
4026;3067;2;;188;;5066256;10108872;2jzc5TC5TVFLXQlBNiIUzE;2WfaOiMkCvy7F5fcp2zZ8L;Take on Me;Hunting High and Low;a-ha;1985-06-01;225280;84;0.573;0.018;0.902;0.00125;0.0928;-7.638;0.054;84.412;4;0;0.876;6;6;0;0;0;0;100176;http://www.instagram.com/officialaha;officialaha;195737.0
4027;3074;8;;147;;1533920;10024605;1peH5tSqnYm8W6Bo3I5egE;3U1TuSqHIubBA10cVP7Sk6;I Think I'm In Love;My Garden;Kat Dahlia;2015-01-09;202666;73;0.632;0.137;0.638;0.0;0.125;-6.731;0.0505;121.868;3;1;0.574;7;1;0;0;0;0;4499224;http://www.instagram.com/katdahlia;katdahlia;95034.0
4028;3083;5;;44;;2215546;9962643;61lyPtntblHJvA7FMMhi7E;4r8hRPbidDIoDPphxi78aY;I Got U;I Got U;Duke Dumont;2014-01-01;285596;0;0.653;0.00364;0.756;0.00651;0.089;-7.794;0.0366;120.82;4;1;0.42;0;1;0;0;0;0;143946;http://www.instagram.com/dukedumont;dukedumont;186166.0
4029;3275;5;;191;;1750155;8008110;61lyPtntblHJvA7FMMhi7E;0k93MXOj0kSXo84SvSDeUz;Ocean Drive;Ocean Drive;Duke Dumont;2015-07-31;206320;0;0.689;0.00714;0.711;0.000499;0.135;-5.027;0.0455;115.048;4;0;0.566;8;7;0;0;0;0;143946;http://www.instagram.com/dukedumont;dukedumont;186166.0
4030;4221;3;;110;;1702669;4179158;5z1VAFwT35EVvCp1XlZZuL;7yZaedle28iR0rBGsXovAX;Have Yourself a Merry Little Christmas;Christmas (Deluxe Special Edition);Michael Bublé;2012-11-09;230306;38;0.275;0.602;0.276;0.00167;0.121;-11.395;0.0321;68.764;3;1;0.195;9;11;0;0;0;0;4892;http://www.instagram.com/DianaKrall;DianaKrall;66731.0
4031;4221;3;;110;;1702669;4179158;5z1VAFwT35EVvCp1XlZZuL;7yZaedle28iR0rBGsXovAX;Have Yourself a Merry Little Christmas;Top 50 Christmas Music;Various Artists;2014-11-05;257320;0;0.434;0.928;0.133;8.24e-05;0.103;-13.121;0.0288;63.698;4;0;0.183;0;11;0;0;0;0;4892;http://www.instagram.com/DianaKrall;DianaKrall;66731.0
4032;3120;2;;147;;4758607;9491388;0lHB0Qc4pmD5RkTLlHeESo;3Hb9kUdm4yf839Fle4RIdT;Parado no Bailão;Parado no Bailão;MC L da Vinte;2018-07-23;171692;71;0.828;0.381;0.599;0.0;0.0775;-1.624;0.149;86.533;5;1;0.478;11;7;0;0;0;0;4717398;https://www.instagram.com/mcldavinte;mcldavinte;862941.0
4033;3126;6;;89;;2089466;9432490;6KZDXtSj0SzGOV705nNeh3;59PL9AwYjIrIpP04n9gmMR;Ride Out;Furious 7: Original Motion Picture Soundtrack;Various Artists;2015-03-17;211908;61;0.696;0.0469;0.801;0.0;0.502;-5.641;0.0952;93.003;4;0;0.536;5;3;0;0;0;0;4510796;https://www.instagram.com/kid_ink_tattoo_art;kid_ink_tattoo_art;2485.0
4034;3525;4;;105;;1831667;6200473;6KZDXtSj0SzGOV705nNeh3;7EKOezTOQmncyU306Ltdd9;Hotel;Hotel;Kid Ink;2015-01-09;218880;0;0.78;0.00497;0.581;0.0;0.215;-6.996;0.17;102.87;4;0;0.693;10;1;0;0;0;0;4510796;https://www.instagram.com/kid_ink_tattoo_art;kid_ink_tattoo_art;2485.0
4035;4007;5;;174;;1120766;4744921;6KZDXtSj0SzGOV705nNeh3;6RKvUupmPZMrcftOJcthdy;Body Language;Body Language;Kid Ink;2014-09-09;206977;0;0.89;0.015;0.52;0.0;0.101;-5.764;0.0373;99.005;4;0;0.266;5;9;0;0;0;0;4510796;https://www.instagram.com/kid_ink_tattoo_art;kid_ink_tattoo_art;2485.0
4036;3130;4;;170;;2442449;9387322;5sUrlPAHlS9NEirDB8SEbF;0s6yB0ZFl1LvYHAnGhXFga;Deja Que Te Bese;Deja Que Te Bese;Alejandro Sanz;2016-07-15;244353;0;0.703;0.146;0.915;0.0;0.11;-2.893;0.0586;104.876;4;1;0.54;1;7;0;0;0;0;7598;https://www.instagram.com/alejandrosanz;alejandrosanz;5918482.0
4037;3131;2;;153;;4962873;9386488;7vXDAI8JwjW531ouMGbfcp;09nSCeCs6eYfAIJVfye1CE;Oye;Oye;TINI;2019-10-11;173021;67;0.683;0.447;0.51;0.0;0.175;-7.894;0.0646;95.08;4;0;0.255;7;10;0;0;0;0;4470407;https://www.instagram.com/tinistoessel;tinistoessel;15220594.0
4038;3158;3;;102;;3662174;9120047;2qk9voo8llSGYcZ6xrBzKx;5LlsD7LdSMkGV4Iu0a2Zq0;Waste A Moment;WALLS;Kings of Leon;2016-10-14;183093;66;0.436;0.000861;0.85;0.74;0.128;-4.86;0.0617;152.644;4;1;0.537;2;10;0;0;0;0;102726;http://www.instagram.com/KingsOfLeon;KingsOfLeon;645850.0
4039;4486;1;;152;;2577789;2577789;2qk9voo8llSGYcZ6xrBzKx;2mwnYvlLVP465u9V9wjUGj;Find Me;WALLS;Kings of Leon;2016-10-14;245573;60;0.4;0.000136;0.946;0.853;0.155;-3.966;0.0634;161.591;4;0;0.611;1;10;0;0;0;0;102726;http://www.instagram.com/KingsOfLeon;KingsOfLeon;645850.0
4040;3167;2;;177;;4571916;9028945;6ASri4ePR7RlsvIQgWPJpS;4iHSE5R1U8jf84tRn52xRt;Prospect (ft. Lil Baby);I'm Gone;iann dior;2020-06-12;226313;70;0.816;0.203;0.579;0.0;0.127;-6.097;0.0867;120.078;4;1;0.43;1;6;0;0;0;0;4722213;http://www.instagram.com/ianndior;ianndior;1534950.0
4041;3168;7;;114;;1889098;9023828;2S9W9aSAd7e5mp8WqWxN2h;33okDqzPPYo8vwC3Mc1pOr;Sparks;Sparks;Hilary Duff;2015-04-07;185946;41;0.847;0.0416;0.882;0.000201;0.103;-4.536;0.0551;122.013;4;0;0.793;11;4;0;0;0;0;4642;https://www.instagram.com/hilaryduff;hilaryduff;16860364.0
4042;4720;1;;156;;1030592;1030592;2S9W9aSAd7e5mp8WqWxN2h;5c7tO3OhDBA4CUkdGoKkI2;All About You;All About You;Hilary Duff;2014-08-12;162053;47;0.544;0.00506;0.874;0.000229;0.0782;-5.108;0.0552;158.128;4;1;0.635;1;8;0;0;0;0;4642;https://www.instagram.com/hilaryduff;hilaryduff;16860364.0
4043;3177;2;;189;;4480837;8920627;7ACEUD7UsmmXrnj4OLt8f9;51Of5p3lKZeOg6itfs4og4;Lovefool;Lovefool;twocolors;2020-05-08;190487;81;0.677;0.0219;0.766;6.81e-06;0.129;-6.896;0.0568;123.062;4;1;0.198;6;5;0;0;0;0;;https://www.instagram.com/twocolors;twocolors;8950.0
4044;3180;1;;55;;8908179;8908179;5RmQ8k4l3HZ8JoPb4mNsML;0H4ugk6rhnXmTl47ayy9O5;Daechwita;D-2;Agust D;2020-05-22;225668;76;0.65;0.0229;0.827;0.0;0.121;-4.014;0.0599;144.995;4;1;0.223;8;5;0;0;0;0;;https://www.instagram.com/minyoongi_.bts;minyoongi_.bts;42238.0
4045;3189;2;;178;;4532933;8823768;6xlRSRMLgZbsSNd0BMobwy;5yH8pYxNckOU1cxfPsMIaz;Agora é Tudo Meu;Agora é Tudo Meu;DENNIS;2018-12-07;171998;62;0.848;0.7;0.933;2.81e-06;0.184;-3.306;0.106;139.998;4;0;0.506;5;12;0;0;0;0;4562257;https://www.instagram.com/dennisdj2n;dennisdj2n;6648.0
4046;3194;2;;190;;4465139;8789749;45TgXXqMDdF8BkjA83OM7z;6fWa5CRgy0z30OeGZyMBvD;Heart On Ice;PTSD;Rod Wave;2019-06-14;159669;75;0.733;0.0513;0.389;0.0;0.141;-8.468;0.0738;157.878;3;0;0.244;10;6;0;0;0;0;4732037;http://www.instagram.com/rodwave;rodwave;4158740.0
