proba_0	proba_1
0.015071900765550513	0.9849280992344496
0.004043449698179845	0.9959565503018202
0.010165978446776691	0.9898340215532232
0.01880458514887076	0.9811954148511292
0.26906441193243663	0.7309355880675632
0.015853314448919166	0.9841466855510808
0.026841422476241553	0.9731585775237587
0.04151506073545064	0.9584849392645495
0.8369604373476391	0.16303956265236066
0.9075234820395573	0.09247651796044247
0.05817594388166381	0.9418240561183362
0.336495736146843	0.6635042638531572
0.48818091567114985	0.51181908432885
0.023839755295265233	0.9761602447047347
0.08481147597466493	0.915188524025335
0.07496353575227585	0.9250364642477241
0.054867848680148885	0.9451321513198512
0.04823138939545344	0.9517686106045465
0.11257663054527133	0.8874233694547287
0.7994788034749809	0.200521196525019
0.8435123329712079	0.15648766702879185
0.8655218201720238	0.13447817982797608
0.03421088167433451	0.9657891183256653
0.03036413706153077	0.9696358629384693
0.011445741148318995	0.988554258851681
0.004210156562189778	0.9957898434378103
0.018298961862474605	0.9817010381375255
0.07661812545873972	0.9233818745412604
0.09788928366885752	0.9021107163311426
0.0766374877651719	0.923362512234828
0.00968570151828736	0.9903142984817126
0.02819760060717894	0.971802399392821
0.06625196303838818	0.9337480369616119
0.3981650644873785	0.6018349355126215
0.022261240171457062	0.9777387598285431
0.008955721670685009	0.9910442783293152
0.9471738842566363	0.05282611574336353
0.21740953716972897	0.7825904628302708
0.04661272872883487	0.9533872712711652
0.7170728590356877	0.28292714096431215
0.8080778801729558	0.191922119827044
0.9448001183279839	0.055199881672015595
0.934803712344609	0.06519628765539064
0.9364521850248769	0.06354781497512302
0.9407090360937477	0.05929096390625217
0.926006560794272	0.07399343920572798
0.018899392056026927	0.981100607943973
0.016687404343651967	0.9833125956563481
0.028498374049113442	0.9715016259508866
0.11437907052007697	0.8856209294799229
0.9391807821084612	0.06081921789153877
0.9493117729630947	0.050688227036905155
0.009392306046460049	0.99060769395354
0.06968974480729373	0.9303102551927063
0.07702314433292426	0.9229768556670759
0.2693652682512693	0.7306347317487305
0.8419493908215523	0.15805060917844785
0.8558524666865278	0.1441475333134721
0.8913392891040628	0.10866071089593717
0.019318107571979066	0.980681892428021
0.014824736431029115	0.9851752635689709
0.005025318019735989	0.9949746819802641
0.03869860473435842	0.9613013952656416
0.049798284910858304	0.9502017150891418
0.5006243733637522	0.49937562663624774
0.019604468989009027	0.980395531010991
0.04057058657213046	0.9594294134278695
0.04595162430892548	0.9540483756910745
0.2477868697721006	0.752213130227899
0.09856329729516457	0.9014367027048352
0.10309841250715177	0.8969015874928481
0.12314097756045139	0.8768590224395483
0.13387990856392973	0.8661200914360702
0.19243355482525956	0.8075664451747402
0.17800595614719605	0.8219940438528037
0.7652424610678775	0.23475753893212278
0.8415825619284243	0.15841743807157582
0.8478578752790159	0.15214212472098398
0.9652940246385231	0.03470597536147689
0.8543037001670477	0.1456962998329523
0.9289583929365414	0.07104160706345865
0.9155406813075612	0.08445931869243856
0.9299664580123047	0.07003354198769494
0.9475215903447662	0.05247840965523372
0.9253600085836001	0.07463999141639961
0.94473607374439	0.055263926255610114
0.9392477163190078	0.060752283680992045
0.9368660852746971	0.06313391472530296
0.9614316744803668	0.038568325519633115
0.9540276690585204	0.045972330941479386
0.9568822194791616	0.043117780520838166
0.9403171744047626	0.059682825595236993
0.9360483745315732	0.0639516254684265
0.5652484341273555	0.4347515658726445
0.7034716609094339	0.2965283390905659
0.09516537425580021	0.9048346257441997
0.9444153320443027	0.05558466795569695
0.9346071841453127	0.06539281585468734
0.9357842334885098	0.06421576651149
0.9309024622841516	0.06909753771584844
0.9115549071629707	0.08844509283702912
0.16431952075736891	0.835680479242631
0.03091414899635744	0.9690858510036426
0.004790047817348675	0.9952099521826514
0.16383812401164782	0.836161875988352
0.020786460863470118	0.9792135391365301
0.030311054174369675	0.9696889458256303
0.02781562712822039	0.9721843728717796
0.02261596347718375	0.9773840365228161
0.013681678939008084	0.9863183210609919
0.0344815739066914	0.9655184260933086
0.022839095759347353	0.9771609042406526
0.043827805879275095	0.9561721941207248
0.1308030659096688	0.8691969340903312
0.8042365874304419	0.19576341256955845
0.887010977098208	0.11298902290179207
0.9461049265116946	0.053895073488305
0.9299669087883796	0.07003309121162013
0.0422435507597098	0.9577564492402901
0.02476145241855434	0.9752385475814457
0.2212315804931061	0.7787684195068937
0.8325851659753664	0.1674148340246333
0.12530882164793344	0.8746911783520664
0.20508196533981596	0.794918034660184
0.47497115217771546	0.5250288478222845
0.9384876875210922	0.061512312478907545
0.005859350773743463	0.9941406492262566
0.019587267710662784	0.9804127322893373
