4248.0	1.0		154.0	4062450.0	4062450.0	Palace	The Thrill Of It All (Special Edition)	Sam Smith	11/3/17	187156.0	55.0	345.0	74.0	193.0	4.2e-05	117.0	-10236.0	328.0	77547.0	4.0	0.0	268.0	6.0	3.0	0.0	0.0	0	0.0	samsmith	152458220.0
1527.0	8.0		30.0	11614429.0	58499246.0	44 More	Bobby Tarantino II	Logic	3/9/18	188600.0	68.0	824.0	718.0	584.0	0.0	106.0	-7098.0	221.0	139965.0	4.0	0.0	219.0	10.0	9.0	0.0	0.0	1	1.0	logic	66509060.0
3045.0	2.0		167.0	5260659.0	10333121.0	Agua de Jamaica	#7DJ (7 Dï¿½as En Jamaica)	Maluma	1/28/21	176970.0	82.0	664.0	123.0	665.0	0.0	411.0	-3616.0	879.0	173961.0	4.0	1.0	726.0	10.0	1.0	0.0	0.0	0	0.0	maluma	579842540.0
3514.0	1.0		120.0	6244614.0	6244614.0	Cloud 9	Honeymoon	Beach Bunny	2/14/20	147350.0	85.0	637.0	167.0	929.0	0.00262	344.0	-3593.0	491.0	80974.0	4.0	1.0	902.0	4.0	2.0	0.0	0.0	0	0.0	beachbunnymusic	1260650.0
2108.0	4.0		41.0	12239520.0	29253046.0	4422	More Life	Drake	3/18/17	186293.0	63.0	609.0	558.0	229.0	413.0	113.0	-1236.0	333.0	111887.0	4.0	0.0	19.0	11.0	3.0	0.0	0.0	1	1.0	champagnepapi	779423260.0
2552.0	8.0		141.0	2581636.0	18202756.0	Wake Up	Wake Up	Fetty Wap	4/22/16	224000.0	55.0	647.0	172.0	673.0	0.0	223.0	-5992.0	176.0	179971.0	4.0	1.0	527.0	5.0	4.0	0.0	0.0	0	1.0	nafe_smallz_	12130.0
3832.0	1.0		177.0	5119828.0	5119828.0	Don't Play	Don't Play	Anne-Marie	1/15/21	188580.0	80.0	695.0	889.0	784.0	0.0	843.0	-6564.0	402.0	128031.0	4.0	0.0	52.0	6.0	1.0	0.0	0.0	0	0.0	annemarie	74233940.0
1539.0	6.0	10.0	5.0	23601268.0	57386445.0	Yikes	Yikes	Nicki Minaj	2/7/20	156881.0	73.0	911.0	409.0	637.0	0.00368	238.0	-8381.0	447.0	149996.0	4.0	1.0	66.0	8.0	7.0	0.0	0.0	1	1.0	yeezyboosts	9808990.0
794.0	23.0		49.0	10727725.0	167232619.0	Diosa	Easy Money Baby	Myke Towers	1/24/20	214013.0	77.0	801.0	398.0	745.0	603.0	153.0	-3733.0	63.0	104965.0	4.0	0.0	245.0	6.0	1.0	0.0	1.0	1	1.0	myketowersnation	4466210.0
3518.0	3.0		179.0	2118494.0	6229273.0	Inside Out	Inside Out	The Chainsmokers	4/1/16	233773.0	56.0	545.0	308.0	65.0	0.000798	122.0	-5853.0	315.0	143937.0	4.0	0.0	121.0	7.0	1.0	0.0	0.0	0	0.0	thechainsmokers	70478970.0
2149.0	3.0		34.0	15573446.0	28243964.0	Blue Tint	Scorpion	Drake	6/29/18	162800.0	0.0	888.0	126.0	377.0	0.0	19.0	-10142.0	339.0	133996.0	4.0	0.0	126.0	7.0	6.0	0.0	0.0	0	1.0	champagnepapi	779423260.0
3144.0	2.0		174.0	4814751.0	9261118.0	Por Eso Vine	Homerun	Paulo Londra	5/23/19	178534.0	72.0	76.0	233.0	646.0	0.0	905.0	-5048.0	433.0	188009.0	4.0	0.0	625.0	8.0	5.0	0.0	0.0	0	0.0	paulolondra	83687340.0
3540.0	1.0		126.0	6106434.0	6106434.0	I Tuoi Particolari	Colpa Delle Favole	Ultimo	4/5/19	219939.0	53.0	659.0	632.0	588.0	0.0	124.0	-5682.0	63.0	135884.0	4.0	1.0	297.0	0.0	5.0	0.0	0.0	0	0.0	ultimosobrevivente	152740.0
4539.0	2.0		183.0	1234170.0	2220200.0	Gold	Gold	Imagine Dragons	12/16/14	216160.0	0.0	394.0	769.0	47.0	248.0	692.0	-6865.0	367.0	165041.0	3.0	0.0	253.0	9.0	12.0	0.0	1.0	1	1.0	imaginedragons	50274790.0
332.0	36.0		18.0	15423526.0	367966603.0	Nevermind	Nevermind	Dennis Lloyd	6/30/17	156600.0	77.0	6.0	159.0	688.0	0.00129	409.0	-8339.0	201.0	99977.0	4.0	0.0	793.0	5.0	6.0	0.0	1.0	1	1.0	dennislloyd	2099390.0
3628.0	1.0		168.0	5720004.0	5720004.0	break da law	i am > i was	21 Savage	12/21/18	177747.0	55.0	904.0	493.0	575.0	0.0	256.0	-7823.0	346.0	141037.0	4.0	1.0	359.0	1.0	12.0	0.0	0.0	0	0.0	21savage	123290190.0
2089.0	12.0		32.0	4064177.0	29902055.0	The Hanging Tree	The Hunger Games: Mockingjay Pt. 1 (Original Motion Picture Score)	James Newton Howard	11/21/14	218506.0	0.0	255.0	383.0	734.0	1.0	2.0	-17988.0	333.0	92884.0	4.0	0.0	136.0	9.0	11.0	0.0	0.0	1	1.0	james_newtonhoward	103010.0
897.0	66.0	160.0	6.0	3862233.0	144859253.0	Burn	Burn	Ellie Goulding	1/1/13	231211.0	0.0	309.0	258.0	775.0	0.0	102.0	-4915.0	546.0	84731.0	4.0	1.0	279.0	1.0	1.0	0.0	1.0	1	1.0	elliegoulding	143049640.0
3475.0	6.0		148.0	1139901.0	6469738.0	Partition	Partition	Beyoncï¿½	3/18/14	319466.0	25.0	447.0	275.0	439.0	679.0	31.0	-11522.0	236.0	87953.0	4.0	0.0	174.0	11.0	3.0	0.0	0.0	0	0.0	beyonce	1720628810.0
2115.0	6.0		148.0	5267293.0	29094254.0	Moonlight	Dangerous Woman	Ariana Grande	5/20/16	202360.0	0.0	368.0	416.0	402.0	0.000266	498.0	-7474.0	398.0	204045.0	3.0	1.0	194.0	9.0	5.0	1.0	1.0	1	1.0	gaullin	116160.0
1764.0	6.0		31.0	14236852.0	44036363.0	listen before i go	WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?	Billie Eilish	3/29/19	242652.0	78.0	319.0	935.0	561.0	384.0	388.0	-23023.0	45.0	79764.0	3.0	1.0	82.0	0.0	3.0	0.0	0.0	1	1.0	billieeilish	811585830.0
2104.0	4.0		78.0	8886709.0	29347652.0	Winter Wonderland	Rock Christmas	Various Artists	11/28/14	136096.0	0.0	729.0	202.0	595.0	111.0	174.0	-10803.0	299.0	126559.0	4.0	0.0	937.0	5.0	11.0	0.0	0.0	1	1.0	itstonybennett	2759160.0
93.0	50.0	180.0	1.0	53401383.0	745253379.0	All I Want for Christmas Is You	Merry Christmas	Mariah Carey	11/1/94	241106.0	67.0	336.0	164.0	627.0	0.0	708.0	-7463.0	384.0	150273.0	4.0	1.0	35.0	7.0	1.0	0.0	1.0	1	1.0	mariahcarey	100472930.0
930.0	19.0		29.0	10654068.0	139602315.0	Now and Later	Now and Later	Sage The Gemini	10/14/16	193181.0	57.0	781.0	273.0	57.0	0.0	196.0	-5874.0	188.0	107059.0	4.0	0.0	858.0	11.0	10.0	0.0	1.0	1	1.0	sagethegemini	7283090.0
1174.0	14.0		38.0	14985703.0	95665240.0	Merry Christmas Everyone	Merry Christmas Everyone	Shakin' Stevens	11/25/91	220160.0	50.0	534.0	129.0	904.0	0.0	128.0	-3315.0	369.0	202899.0	4.0	1.0	96.0	9.0	11.0	0.0	0.0	1	1.0	shakinstevensofficial	26040.0
3742.0	1.0		158.0	5332232.0	5332232.0	Show Yourself	Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)	Various Artists	11/15/19	260906.0	73.0	321.0	724.0	429.0	0.00091	606.0	-7073.0	302.0	123419.0	4.0	1.0	174.0	6.0	11.0	0.0	0.0	0	0.0	idinamenzel	11998050.0
3779.0	1.0		107.0	5233302.0	5233302.0	Meet Me in the Hallway	Harry Styles	Harry Styles	5/12/17	227200.0	72.0	537.0	747.0	383.0	25.0	356.0	-6528.0	247.0	104252.0	4.0	1.0	339.0	2.0	12.0	0.0	0.0	0	0.0	harrystyles	381546300.0
2621.0	3.0		66.0	7393076.0	16927463.0	Where Were You In The Morning?	Shawn Mendes	Shawn Mendes	5/25/18	200600.0	0.0	709.0	557.0	516.0	0.0	992.0	-7468.0	615.0	87992.0	4.0	1.0	465.0	7.0	5.0	0.0	0.0	0	1.0	shawnmendes	595490810.0
