proba_0	proba_1
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
5.5667478949250615e-05	0.9999443325210507
0.0	1.0
1.3250651687002346e-09	0.9999999986749348
0.00017775321282131884	0.9998222467871787
0.9999999999976478	2.352192972759899e-12
0.9999999999975998	2.4002051936986075e-12
0.0	1.0
0.00036507563123222564	0.9996349243687678
0.0036061352675479386	0.9963938647324521
0.006535433155336001	0.993464566844664
1.865174681370263e-14	0.9999999999999813
4.205377520816178e-05	0.9999579462247918
2.4205584601144636e-06	0.9999975794415399
0.09718546263095551	0.9028145373690445
0.056955507495034086	0.9430444925049659
0.7753725324244558	0.2246274675755442
0.9365694905126795	0.06343050948732055
0.9737544087781314	0.02624559122186865
2.9795477196614684e-10	0.9999999997020452
1.735304554706385e-05	0.9999826469544529
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.020474542951335217	0.9795254570486648
0.013190355379588015	0.986809644620412
0.0	1.0
6.210587599753126e-13	0.9999999999993789
0.0	1.0
0.00032692289179381273	0.9996730771082062
0.0	1.0
0.0	1.0
0.9999999999999778	2.2197629992813626e-14
4.402531861291692e-08	0.9999999559746814
2.220446049250313e-15	0.9999999999999978
0.9958435989065924	0.004156401093407645
0.9924995971831959	0.007500402816804074
0.999999999999995	4.962700735886808e-15
0.9999999999999923	7.65987693583587e-15
0.9999999999999925	7.597540587665054e-15
0.9999999999999952	4.821968705286429e-15
0.9999999999415852	5.841483507477712e-11
0.0	1.0
0.0	1.0
0.0	1.0
0.0021593030680100433	0.99784069693199
0.9999999999999784	2.1622978981627073e-14
0.9999999999999956	4.495142126973702e-15
0.0	1.0
0.0	1.0
2.132152740252913e-06	0.9999978678472597
0.8924777834916433	0.10752221650835672
0.990488683889712	0.00951131611028803
0.9988359397776239	0.0011640602223761403
0.9988760800287341	0.0011239199712659775
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0012956741969446517	0.9987043258030553
0.0	1.0
4.455565916217097e-08	0.9999999554443408
7.67226592257586e-08	0.9999999232773408
2.239701429318508e-06	0.9999977602985707
1.5429398448896237e-06	0.9999984570601551
0.002351566580102271	0.9976484334198977
0.17191432954636265	0.8280856704536373
0.37826917185721787	0.6217308281427821
0.7224173308973068	0.27758266910269325
0.9348282812676625	0.06517171873233749
0.8945524028508596	0.10544759714914041
0.9744287656405801	0.025571234359419936
0.9919045996303248	0.0080954003696752
0.9999999999999933	6.672309264857069e-15
0.9999999999993601	6.399020455254234e-13
0.9999999999999893	1.0650633421366173e-14
